,i,smi,qed,logp
0,0,C1CCCCCCCCC1,1.0,-5.0
1,1,C1CCCCCCCC1,1.0,-4.9
2,2,C1CCCCCCC1,1.0,-4.7
3,3,Cc1ccccc1,1.0,-4.3
4,4,C1CCCCCC1,1.0,-4.2
5,5,Fc1ccccc1,1.0,-4.2
6,6,C1CCCCC1,1.0,-3.7
7,7,C1CCCC1,1.0,-3.5
8,8,C1CCC1,1.0,-3.1
9,9,CCCCCc1ccccc1,1.154220528604922,-5.8
10,10,CCCCCCc1ccccc1,1.2094738691001456,-6.0
11,11,CCCCCCCCCCC,1.1945998623963092,-4.9
12,12,CCCCCc1ccc(-c2ccccc2)cc1,1.3105127356867108,-7.1
13,13,Oc1ccccc1,1.1765612788317714,-4.4
14,14,Cc1ccccc1F,1.192665672972261,-4.6
15,15,c1ccc(CN2CCCCC2)cc1,1.283710755925986,-6.2
16,16,c1ccc(CN2CCCC2)cc1,1.246360792177068,-5.4
17,17,c1ccc(N2CCC2)cc1,1.2267038494341342,-4.8
18,18,c1ccc(CN2CCCCCC2)cc1,1.319782783494336,-6.5
19,19,c1ccc(CN2CCCCCCC2)cc1,1.3549023495731483,-6.8
20,20,c1ccc(N2CCCC2)cc1,1.2809723642692585,-5.2
21,21,c1ccc(-c2ccc(CN3CCCCC3)cc2)cc1,1.4196805224718858,-7.8
22,22,c1ccc(-c2ccc(N3CCCCC3)cc2)cc1,1.42134363112012,-7.8
23,23,CCCCCCCCC,1.2626212902326763,-4.6
24,24,c1ccc(N2CCCCC2)cc1,1.3139107921770687,-5.6
25,25,c1ccc(N2CCCCCC2)cc1,1.3460646020798315,-6.2
26,26,c1ccc(N2CCCCCCC2)cc1,1.3776827834943344,-6.6
27,27,c1ccc(-c2ccc(C3CCCC3)cc2)cc1,1.4575045908903306,-8.1
28,28,Cc1ccc(CN2CCCCC2)cc1,1.3813871522962646,-6.5
29,29,c1ccc(-c2ccc(N3CCCCCC3)cc2)cc1,1.4563874050629781,-7.9
30,30,c1ccc(C2CCC2)cc1,1.3359356796728612,-5.3
31,31,c1ccc(-c2ccc(CN3CCCCCC3)cc2)cc1,1.456164256929899,-7.7
32,32,Cc1ccc(CN2CCCCCC2)cc1,1.4125215803423785,-6.7
33,33,c1ccc(CCN2CCCC2)cc1,1.363599513322436,-5.7
34,34,c1ccc(CCN2CCCCC2)cc1,1.3939652010767531,-6.3
35,35,c1ccc(CCN2CCCCCC2)cc1,1.42413927265007,-6.7
36,36,c1ccc(-c2ccc(N3CCCCCCC3)cc2)cc1,1.4910357953914382,-8.0
37,37,c1ccc(-c2ccc(C3CCCCC3)cc2)cc1,1.4890744003508907,-7.9
38,38,Cc1ccc(N2CCCC2)cc1,1.3776294734957517,-5.6
39,39,c1ccc(CC2CCCC2)cc1,1.4123646383309172,-6.2
40,40,Cc1ccc(N2CCCCCC2)cc1,1.4324186719960785,-6.6
41,41,Fc1ccc(CN2CCCCC2)cc1,1.4139323680561144,-6.2
42,42,Clc1ccc(CN2CCCCCC2)cc1,1.434722629293427,-6.6
43,43,Cc1ccc(N2CCCCC2)cc1,1.4049514908995135,-6.0
44,44,c1ccc(CC2CCCCC2)cc1,1.4369450754526127,-6.6
45,45,Fc1ccc(CN2CCCCCC2)cc1,1.4428478041186032,-6.7
46,46,c1ccc(C2CCCCC2)cc1,1.4195069460232226,-6.2
47,47,CCCCCCNc1ccccc1,1.405479830980486,-5.9
48,48,c1ccc(-c2cccc(N3CCCCCC3)c2)cc1,1.5259971216621704,-8.3
49,49,c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,1.4921688951574428,-7.6
50,50,c1ccc(C2CCCCCCC2)cc1,1.468193772505325,-7.1
51,51,c1ccc(C2CCCCCC2)cc1,1.443537974860897,-6.6
52,52,CCc1ccccc1C,1.360634776456326,-4.9
53,53,c1ccc(C2CCCC2)cc1,1.3961681684650618,-5.6
54,54,c1ccc(CC2CCCCCC2)cc1,1.4620717944833466,-6.9
55,55,c1ccc(-c2ccc(CC3CCCCC3)cc2)cc1,1.5245250568848405,-8.1
56,56,c1ccc(Nc2ccc(N3CCCC3)cc2)cc1,1.497023118299607,-7.5
57,57,CCCCCCCCCOc1ccccc1,1.411598229849151,-5.7
58,58,c1ccc(CCC2CCCC2)cc1,1.451693004446696,-6.5
59,59,c1ccc(CCCN2CCCCC2)cc1,1.4475854264962251,-6.4
60,60,c1ccc(-c2ccc(C3CCCCCC3)cc2)cc1,1.5205533969658127,-7.8
61,61,c1ccc(CCCN2CCCCCC2)cc1,1.4761994368867946,-6.9
62,62,CNc1ccc(Nc2ccccc2)cc1,1.462660391531191,-6.6
63,63,ClCc1ccccc1,1.3504508052313078,-4.3
64,64,c1ccc(CCC2CCCCC2)cc1,1.4757662999778525,-6.8
65,65,c1ccc(Nc2ccc(N3CCCCC3)cc2)cc1,1.5280837613382836,-7.8
66,66,c1ccc(CNC2CCCC2)cc1,1.4482385665768724,-6.2
67,67,CNCCc1ccccc1,1.3757982791423569,-4.7
68,68,c1ccc(-c2ccc(NC3CCCCC3)cc2)cc1,1.5359809273301845,-7.9
69,69,Cc1cccc(CN2CCCCC2)c1,1.4661087282812577,-6.5
70,70,c1ccc(CNC2CCCCC2)cc1,1.4725586076701607,-6.6
71,71,CCCc1cccc(F)c1,1.3987924435985892,-5.1
72,72,Fc1ccc(N2CCCCCC2)cc1,1.4649638877559283,-6.4
73,73,Fc1ccc(N2CCCCC2)cc1,1.4400660657983,-5.9
74,74,c1ccc(-c2ccccc2CN2CCCCC2)cc1,1.5250667572897,-7.6
75,75,Cc1ccccc1CN1CCCCC1,1.480718109144295,-6.7
76,76,c1ccc(OCCN2CCCCC2)cc1,1.4607915803423772,-6.3
77,77,CCc1ccc(CN2CCCCCC2)cc1,1.485259768310689,-6.7
78,78,Cc1ccc(C2CCCCCC2)cc1,1.521625050982946,-7.4
79,79,Cc1ccccc1N1CCCC1,1.4374448581111334,-5.6
80,80,c1ccc(Oc2ccc(CN3CCCCCC3)cc2)cc1,1.5341798841684344,-7.5
81,81,Cc1ccc(CCN2CCCCCC2)cc1,1.5097173787853198,-7.0
82,82,Cc1ccccc1CN1CCCCCC1,1.5050799719507708,-6.9
83,83,Cc1cccc(-c2ccc(N3CCCCC3)cc2)c1,1.555901690777267,-7.9
84,84,c1ccc(-c2cccc(C3CCCCC3)c2)cc1,1.5638436311201183,-8.0
85,85,CCc1ccc(N2CCCCC2)cc1,1.4803736438534898,-6.3
86,86,Clc1ccccc1CN1CCCCC1,1.4911398727465457,-6.5
87,87,Cc1ccc(C2CCCCC2)cc1,1.5012004787537645,-6.7
88,88,CCCCCCCOc1ccccc1C,1.4613477878557948,-5.9
89,89,c1ccc(NC2CCCC2)cc1,1.45671079217707,-5.8
90,90,c1ccc(CNC2CCCCCC2)cc1,1.4974931188039164,-6.6
91,91,Cc1ccccc1N1CCCCCC1,1.4834805856921385,-6.3
92,92,Cc1ccccc1N1CCCCC1,1.4600446083084204,-5.8
93,93,Cc1ccccc1CN1CCCCCCC1,1.5300771169195269,-7.2
94,94,c1ccc(NC2CCCCCC2)cc1,1.5000827834943369,-6.6
95,95,Cc1ccccc1-c1ccc(N2CCCCC2)cc1,1.5508972951728701,-7.6
96,96,c1ccc(-c2ccccc2CN2CCCCCC2)cc1,1.5562811800068204,-7.7
97,97,Cc1ccccc1CN1CCCC1,1.4570640415068006,-5.7
98,98,Cc1ccc(CC2CCCCCC2)cc1,1.5483429090137086,-7.5
99,99,Cc1ccc(CC2CCCCC2)cc1,1.5271466269679355,-7.0
100,100,Cc1ccccc1-c1ccc(CN2CCCCCC2)cc1,1.5772091291170334,-8.0
101,101,Cc1cccc(N2CCCC2)c1,1.4728870559133327,-5.9
102,102,Cc1cccc(N2CCCCCC2)c1,1.5137361204013313,-6.7
103,103,c1ccc(CNC2CCCCCCC2)cc1,1.5229878984252547,-6.8
104,104,Fc1ccccc1CN1CCCCC1,1.5081976588628692,-6.5
105,105,Fc1cccc(CN2CCCCC2)c1,1.5007274900073355,-6.3
106,106,CCNCc1ccc(F)cc1,1.448057408257526,-5.2
107,107,Cc1ccccc1-c1ccc(C2CCCCC2)cc1,1.6162091083596817,-8.5
108,108,CCCCCCCc1ccccc1F,1.5070986626152152,-6.3
109,109,c1ccc(-c2ccccc2CN2CCCCCCC2)cc1,1.5875183457068953,-7.9
110,110,c1ccc(-c2ccccc2N2CCCCC2)cc1,1.5283077336842226,-6.7
111,111,COc1ccccc1N1CCCCCC1,1.4891033985241968,-5.9
112,112,c1ccc(-c2ccccc2C2CCCC2)cc1,1.561958889532864,-7.3
113,113,CCCCOCCc1ccccc1,1.4721782115472877,-5.5
114,114,c1ccc(-c2ccccc2N2CCCCCC2)cc1,1.5577218180184431,-7.2
115,115,ClCCCc1ccccc1,1.4486958918744541,-5.0
116,116,c1ccc(-c2ccc(OCCN3CCCCCC3)cc2)cc1,1.5810149655783654,-7.6
117,117,Fc1ccccc1N1CCCC1,1.4719890339353103,-5.4
118,118,Cc1ccc(NC2CCCCC2)cc1,1.5430730810017064,-6.8
119,119,Cc1ccc(CN2CCCCCC2)cc1C,1.5717738934085315,-7.3
120,120,c1ccc(-c2ccccc2N2CCCCCCC2)cc1,1.5873034876991294,-7.6
121,121,Cc1cc(-c2ccccc2)ccc1N1CCCCC1,1.5874981193486946,-7.6
122,122,c1ccc(-c2ccccc2CCN2CCCCC2)cc1,1.6236981030837452,-8.3
123,123,c1ccc(CCNC2CCCCC2)cc1,1.5494931188039178,-6.8
124,124,Cc1cc(N2CCCCCC2)ccc1-c1ccccc1,1.6350472165126888,-8.5
125,125,Cc1cccc(-c2ccc(C3CCCCC3)cc2)c1,1.6212135039640785,-8.2
126,126,Fc1ccc(C2CCCCC2)cc1,1.5363150536525527,-6.5
127,127,Clc1ccccc1N1CCCCC1,1.497319911952145,-5.7
128,128,c1ccc(CCNC2CCCC2)cc1,1.528272893384445,-6.3
129,129,Cc1ccc(NC2CCCC2)cc1,1.524341774300325,-6.2
130,130,Cc1ccc(CNC2CCCCCC2)cc1,1.5799497846773,-7.3
131,131,Fc1ccc(OCCN2CCCCC2)cc1,1.54655698598663,-6.6
132,132,Oc1ccc(CN2CCCCCC2)cc1,1.5468827691535658,-6.6
133,133,Cc1cccc(CCN2CCCCCC2)c1,1.5877920105365462,-7.4
134,134,Cc1cc(N2CCCCC2)ccc1-c1ccccc1,1.6079904270410008,-7.8
135,135,Cc1cc(CN2CCCCCC2)ccc1-c1ccccc1,1.6383130993403565,-8.4
136,136,c1ccc(OCCCCN2CCCCCC2)cc1,1.5583256824021703,-6.8
137,137,CCOc1cccc(CN2CCCCC2)c1,1.541601830503815,-6.4
138,138,c1ccc(-c2ccccc2C2CCCCCC2)cc1,1.6140125062775539,-7.8
139,139,c1ccc(OC2CCCCCC2)cc1,1.551656409867963,-6.5
140,140,c1ccc(-c2ccccc2CCN2CCCCCC2)cc1,1.651724939113489,-8.5
141,141,c1ccc(Cc2ccccc2N2CCCCC2)cc1,1.6035841661965833,-7.5
142,142,c1ccc(CNCCN2CCCCC2)cc1,1.5640907830406388,-6.7
143,143,Cc1ccccc1Nc1ccc(CN2CCCCCC2)cc1,1.634106315766637,-8.1
144,144,c1ccc(COC2CCCCC2)cc1,1.5566673988789503,-6.5
145,145,Cc1cc(-c2ccccc2)ccc1N1CCCCCC1,1.6155968905674492,-7.6
146,146,CCNCCOc1ccccc1,1.490950352616629,-5.1
147,147,Fc1ccc(-c2ccccc2N2CCCCC2)cc1,1.622158009458584,-7.7
148,148,c1ccc(CNCC2CCCC2)cc1,1.5484619043734575,-6.2
149,149,c1ccc(Cc2ccccc2N2CCCCCCC2)cc1,1.6585579061464557,-8.4
