CC=CBr,3.732738431083365,-2.9,3.636752128601074
CC1CCCCN(C)C1,2.4026824627603,-4.6,4.787780523300171
Cc1c(I)cnn1C,2.773514923721512,-3.9,4.7886292934417725
CN(C)CBr,2.9353053053652864,-2.7,5.3809521198272705
CNCI,3.601307661852596,-2.7,5.385748863220215
O=CC1CCC1,2.5342892021323156,-3.8,5.519051790237427
ClCc1ccco1,2.367060509601002,-3.9,5.834919691085815
CC1OCCN(C)C(C)CO1,3.615743612062916,-4.6,6.280084133148193
CCc1sccc1Br,2.4831335051400956,-4.0,6.420018672943115
CC1CC(CF)CO1,3.95295734034634,-4.4,6.536148548126221
CCC=C(C)CBr,3.138377432677924,-3.9,6.753705263137817
CC=CC(C)(C)C=O,3.7903929456995353,-4.2,7.402102470397949
CCCC(C)CI,3.2984266574434375,-3.8,7.662641286849976
CC(=O)CCCBr,2.4058466634471554,-3.5,7.781155586242676
COC(O)(O)CC=O,3.8050975610841498,-3.9,8.069904327392578
CCOC(O)NC,3.504380503597284,-3.8,8.406186819076538
CC1(CC=O)OCN1C=O,4.8097878222102555,-4.4,8.407710313796997
CC(CF)CCO,3.429549734366514,-4.0,8.425655364990234
CCC(CC)C(C)O,2.9255137089265855,-4.3,8.456011772155762
CC(F)(F)OCCO,2.9697521764687647,-4.3,8.792989492416382
OCC=CC(O)CBr,4.041778434201311,-4.5,9.070448160171509
COC1C(C)N1CC=O,4.619347610602736,-3.9,9.17256498336792
O=CNC1CCNC1CO,4.188169125957684,-4.8,9.241732835769653
CC1(CCCl)CCCOCO1,3.871050801757532,-4.7,9.287891149520874
CCC=CC=C(C)C=O,3.23210493030248,-4.6,9.337968826293945
COC(C)NCC=O,3.954844368267244,-3.7,9.38643479347229
CCC(N)C1CN(C)CCO1,3.7199036120629154,-5.0,9.543778657913208
CCC1CCCOCC(CC)C1,3.0357311720151534,-5.5,9.55630350112915
CC(C=O)NCCO,3.5783938188166964,-4.1,9.57903003692627
CCCC(CC)CO,2.674866346289223,-4.1,9.709798812866211
COCCC(C)CBr,2.9526927199155963,-3.9,9.93394923210144
CCCCCC(C)(C)O,1.9934420540483,-4.3,10.00681471824646
COC(C)(C)CC1(C)CN1,3.8468450529794875,-4.0,10.246807098388672
CC=COCCCCl,3.2333684701750585,-4.0,10.266845703125
CC(C)(C)C=CCC(C)(C)C,2.9026618747587687,-5.1,10.305680990219116
CCCC(Br)=CCCO,3.2749760841486344,-4.4,10.76078462600708
CCCOC(C)CCC,2.6191022319910697,-4.5,11.20683479309082
C=CCN(CC=O)C(N)=O,3.095122029397407,-4.5,11.40084457397461
OCCC=CC(O)CBr,3.8688733858372224,-4.5,11.49864673614502
CCCN(CC)CC=O,2.5954645456870953,-3.8,11.544475317001343
CC(=O)CC1CN1CCN,3.56619623218479,-4.8,11.768115282058716
CCC=CC(CC)OCC,3.4289775658000003,-4.4,11.851001024246216
C=CCCCCC(C)=O,2.172406853379403,-4.6,11.877692461013794
CCC(NC(C)=O)C(=O)OC,2.3715281324913136,-4.5,12.332200288772583
CC=CCCCNCC,2.505213237994788,-4.4,12.339423179626465
C=CC=COCOCBr,4.246428007225556,-4.4,12.362222671508789
C=CCOC(F)C(=O)CC,3.7328854553463513,-4.6,12.41904091835022
CCc1cccn1CCOC,2.2731139839399113,-4.7,12.552458763122559
COCCC(Br)CC(C)C,3.0670132659972396,-4.3,12.61189603805542
CC(C)CCCN(C)CBr,2.774924396261312,-4.5,12.664196014404297
CCN(C=O)CCCC=O,3.2472847512908984,-4.2,12.839715242385864
Cc1n[nH]c(OCCBr)c(C)c1=O,3.3442692005582764,-5.7,12.954193592071533
CCCCC(NCC)OC,3.0708391042615384,-4.4,14.807260513305664
